labels	text	clf
B_ORG I_ORG I_ORG I_ORG O O O O O B_PER I_PER O O O O O O B_ORG	Министерство внутренних дел Пакистана заявило о том , что Беназир Бхутто освобождена из-под домашнего ареста , сообщает France-Presse	False
B_ORG I_ORG O O O O B_PER O O O O O	Правительство Пакистана объясняло арест необходимостью защиты Бхутто на митинге оппозиции в пятницу	False
O O O O O O O B_ORG I_ORG O O B_PER	За последние дни было арестовано 5000 активистов Народной партии , возглавляемой Бхутто	False
B_PER O O O B_ORG I_ORG O O O O O O O	Бхутто заявила по телефону агенству France-Presse : « Я не боюсь их тактики	False
O O O O O B_LOC O O O O O O O O O	Моя борьба — за людей Пакистана , за их права и за конец диктатуры »	False
O B_ORG O B_LOC I_LOC B_PER I_PER O O B_ORG O B_ORG I_ORG I_ORG I_ORG O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O	Посол Евросоюза на Южном Кавказе Питер Семнеби и представители ПАСЕ ( Парламентской ассамблеи Совета Европы ) призывают руководство Грузии отменить чрезвычайное положение , при котором запрещены митинги , демонстрации и вещание независимых теле- и радиостанций , как можно скорее	False
B_ORG O O O O O B_LOC O O O O O O O	Евросоюз уже приостановил работу миссии в Грузии , объяснив это заботой о безопасности работников	False
O O O O O O O O O O O	« Демократия - не простая вещь и не всегда означает мир	True
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER O O B_ORG O O B_ORG	Демонстрация , критика власти и свобода власти создает другую ситуацию , но со стороны полиции разгон митинга , закрытие телеканалов и ограничение свободного распространения информации — абсолютно неприемлемо для демократического общества » , — заявил Матиас Йорш , докладчик ПАСЕ , сообщает BBC	False
O O B_ORG I_ORG O O O O O O O O O O	Тем временем парламент Грузии утвердил чрезвычайное положение , которое должно действовать до 22 ноября	False
B_ORG I_ORG O O O O O O O O	Агенство France-Presse предполагает , что чрезвычайное положение будет отменено раньше	False
O O B_ORG I_ORG I_ORG O O B_LOC O O O O O B_ORG I_ORG O B_LOC	Также , государственный департамент США выслал в Грузию сотрудника , который должен сообщить правительству Грузии мнение США	False
O O O O O O O O O O O O O O O	Ранее , в пятницу , американские власти выразили одобрение решению о проведении досрочных президентских выборов	True
O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Учёные создали высокотемпературные сверхпроводники из непроводников Исследователи Брукхейвенской национальной лаборатории сообщили об открытии физического эффекта , который может стать основой получения нового класса высокотемпературных сверхпроводников , Так принято называть искусственные материалы , которые обретают нулевое электрическое сопротивление уже при охлаждении до многих десятков градусов по абсолютной шкале	False
O O O O O O O O O O O O O O O O O O O O O O O O	Этим они отличаются от чистых металлов и многих сплавов , которые переходят в сверхпроводящее состояние только при температурах в несколько градусов выше абсолютного нуля	True
O O O O O O O O O O O O O O	Новая сверхпроводящая структура представляет из себя тонкую двуслойную плёнку , состоящую из металлических окислов	True
O O O O O O O O O O O O O O O O O O O	В процессе создания этих сверхпроводящих плёнок применялись два материала , ни один из которых не относится к классу сверхпроводников	True
O O O O O O O O O O O O O O O O O O O O O O O O O O	Один слой этого сандвича является изолятором , в то время как второй обладает металлическими свойствами , но не становится сверхпроводником , как бы его ни охлаждать	True
O O O O O O O O O O O O O O O O O O	Однако при соединении эти материалы начали демонстрировать сверхпроводящие свойства , теряя электрическое сопротивление при охлаждении ниже определённой температуры	True
O O O O O O O O O O O O O O O O O O O O O O O O O B_PER	Однако между слоями возникает пограничная зона толщиной в 2 - 3 нанометра , которая переходит в сверхпроводящее состояние при температурах от 15 до 30 градусов Кельвина	False
O O O O O O O O O O O O O O O O O O	Температуру перехода можно довести более чем до 50 градусов по абсолютной шкале , если подвергнуть плёнку воздействию озона	True
O O O O O O O O O O O B_PER I_PER O O O O O O O O O O O	Природа этого явления пока остается под вопросом , однако руководитель группы Иван Бозович и его коллеги полагают , что его изучение принесет немало сюрпризов	False
O O O O O O O O O O O O O O O O O O	Исследователи рассчитывают , что рано или поздно им удастся создать сверхпроводники , проявляющие свои свойства при комнатных температурах	True
O O O O O O O O O O O O O O O O O O O O O O O O	Не исключено , что в перспективе открытие американских учёных приведет к появлению нового класса электронных устройств , характеризующихся высоким быстродействием и небольшим потреблением энергии	True
B_PER I_PER O O O O O B_LOC O O	Леван Гачечиладзе стал единым кандидатом в президенты Грузии от оппозиции	False
O O O O O O B_ORG O B_ORG I_ORG I_ORG I_ORG I_ORG O O O B_ORG I_ORG I_ORG I_ORG I_ORG O O O O B_ORG I_ORG I_ORG	В настоящий момент он является депутатом парламента от партии « Новые правые » , состоит во фракции « Демократический фронт » , также является членом бюджетно-финансового парламентского комитета	False
O O O B_PER O O O O B_ORG I_ORG I_ORG I_ORG I_ORG B_PER I_PER	В случае избрания Гачечиладзе премьер-министром страны станет глава партии « Путь Грузии » Саломе Зурабишвили	False
B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O	Бадри Патаркацишвили также планировал выдвигать свою кандидатуру , однако он не исключил , что может снять свою кандидатуру в пользу того человека , которого выдвинет объединенная оппозиция	False
O B_ORG I_ORG I_ORG I_ORG B_PER I_PER O O O O O O O O O O B_LOC O O O O O O O O O O O	Замглавы Федеральной миграционной службы России Михаил Тюркин заявил о том , что с 1 января 2008 граждане России смогут получить новые биометрические загранпаспорта , их стоимость составит 1000 рублей	False
O O O O O O O O O O O O O O O O O O O O B_LOC O B_LOC O B_LOC	Также он сообщил , что в настоящее время завершена работа по выдаче новых паспортов в « пилотных » зонах — Москве , Санкт-Петербурге и Калининграде	False
O O O O O O O O O O O O	Кроме чипа , возможно , в паспортах могут появится отпечатки пальцев владельца	True
O O B_PER I_PER O O O O B_LOC I_LOC I_LOC I_LOC I_LOC	Самолет с Виталием Калоевым на борту приземлился в столичном аэропорту « Домодедово »	False
O O O O O O O O O	В аэропорту его встречали около 30 друзей и родственников	True
B_PER O O O O O B_LOC I_LOC O O O O O O O O O O O O B_LOC O O O O O O O	Калоев , потерявший в авиакатастрофе над Боденским озером в 2002 году свою семью , заявил , что благодарен всем гражданам России за поддержку , которую они ему оказали	False
O O O O O O O O O O O O O O O O O	« Находясь в тюрьме , я не чувствовал себя вне своей родины » , — сказал он	True
O B_LOC B_PER I_PER O O O O O O O O O O O O O O	Экс-премьера Пакистана Беназир Бхутто вновь взяли под домашний арест за несогласование митинга против введения чрезвычайного положения с властями	False
O B_PER O B_LOC O O	Дом Бхутто в Лахоре оцеплен полицией	False
O O O O O O O O O O O O O O O O O O O O O B_LOC	Она не имеет права покидать дом в течение 7 дней , она не сможет возглавить запланированную манифестацию против чрезвычайного положения в Пакистане	False
O O O O O O O B_LOC O B_LOC O O O B_PER O O O O O O O O O O	Ранее заявлялось , что марш протеста из Лахора в Исламабад , запланированный сторонниками Бхутто , который должен был начаться во вторник , является незаконным	False
B_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O	Google хочет привлечь аудиторию социальными играми В компании уверены , что именно игры заставляют пользователей проводить больше времени в социальных сетях , чем на сайтах её многочисленных сервисов	False
B_ORG I_ORG O O O O O O O O O O O O O O	Корпорация Google , которой принадлежит популярнейший одноимённый поисковик , решила осваивать новый сегмент — социальные игры	False
O O O O O O O O O O O O	Такой вывод позволяет сделать появление новой вакансии , размещённой на сайте интернет-гиганта	True
O O O O O O O O O O O O O O B_ORG O	Потенциальному кандидату предлагается воспользоваться « редкой возможностью развивать совершенно новый бизнес — игры в Google »	False
O O O O O O O O O O O O O O O O O O O O O O O O O O	В обязанности счастливчика , которому удастся получить должность , будет входить определение лучших методов по внедрению , отслеживание этапов разработки и написание планов по запуску продукта	True
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG	Требования , предъявляемые к кандидату , включают техническое образование , опыт предпринимательства и « сильные способности в области аналитики и количественного анализа с глубоким пониманием игровых платформ » , сообщает NEWSru.com	False
O O O O O B_LOC I_LOC O O O B_LOC I_LOC I_LOC I_LOC I_LOC	Работать будущий сотрудник будет в штаб-квартире Google , расположенной в городе Маунтин-Вью , штат Калифорния	False
O O O O O O O O O O O O O O O O O O O O O	В объявлении не уточняется , придётся ему работать с браузерной платформой на базе HTML5 или готовить продукт для мобильной ОС Android	True
O O O O B_ORG I_ORG O O O O O O O O O	В мае прошлого года корпорация Google открыла онлайн-магазин игр для пользователей её собственного браузера Chrome	False
O O O O O O O O O O O O O O O O	Весной нынешнего года в Chrome Web Store появилась « настольная » HTML5-версия легендарной аркады Angry Birds	True
O O O O O O B_ORG O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O O O O O O	Кроме того , в 2010 году Google вложила в Zynga — разработчика популярных игр FarmVille и CityVille — сумму от 100 до 200 млн долларов	False
O O O O O O O O O O O B_ORG I_ORG I_ORG O O O O O O O O B_ORG	Эксперты компании убеждены , что именно игры заставляют пользователей проводить в социальной сети Facebook больше времени , чем на сайтах многочисленных сервисов Google	False
O B_ORG O O O O O O O O O O O O O	Согласно comScore , в мае этого года на сайты поисковика зашло более 1 млрд человек	False
O O O O O O O O	При этом годовой рост аудитории составил 8,4 %	True
O O O O O O B_ORG O O O	В то же время на сайте Facebook побывало 714 млн	False
O O O O O O O O	Однако рост числа посетителей тут уже 30 %	True
O O O O O O O O O O O	А кроме того , пользователи провели в социальной сети больше времени	True
O B_PER I_PER O O O O O B_LOC	Сенатор Джон Керри прибыл в воскресенье вечером в Пакистан	False
O O B_ORG I_ORG I_ORG I_ORG O O O O O B_LOC O O B_LOC O O O O O O O B_ORG B_PER I_PER I_PER	Председатель влиятельного Комитета по иностранным делам стал первым представителем властных структур США , посещающим Исламабад после ликвидации 2 мая американским спецназом лидера Аль-Кайды Усамы бин Ладена	False
O O O B_PER O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O	Ожидается , что Керри задаст пакистанским руководителям вопросы о том , каким образом глава террористического подполья мог годами жить незамеченным в 50 км от их столицы	False
O O B_PER O O O B_LOC O O O O O O O B_LOC I_LOC O O O O B_LOC O B_LOC O O O O O O O O O O O O O O O O O O	По пути Керри сделал остановку в Кабуле , где в беседе с корреспондентами в афганской столице отметил , что отношения Америки с Пакистаном переживают « критический момент » , и что обеим странам предстоит решить « ряд очень серьезных проблем »	False
O O O O O O B_LOC O O B_LOC O O O O O O O O O O	При этом сенатор подчеркнул , что Вашингтон хочет видеть Исламабад своим « реальным союзником » в борьбе с мировым террором	False
O B_ORG I_ORG O O O O O O O O O O O	Накануне парламент Пакистана проголосовал за резолюцию , осуждающую американский рейд на территории их страны	False
O O O O O O O O O O O	Законодатели также выразили намерение сформировать комиссию для независимого расследования этого инцидента	True
O B_ORG I_ORG I_ORG I_ORG I_ORG O B_ORG O O O O O O O O O O O O O O O O	Начальники генштаба и разведывательных служб Пакистана представили парламенту краткие отчеты , в которых признали провалы в своей работе и готовность нести за них ответственность	False
B_ORG I_ORG I_ORG I_ORG I_ORG O O O B_LOC B_PER I_PER O O O O O O O O O O O	Судом Партизанского района города Минска экс-кандидат в президенты Беларуси Андрей Санников был приговорен к 5 годам лишения свободы в колонии усиленного режима	False
O O B_ORG I_ORG I_ORG I_ORG O O O O O O O O O O O O B_PER I_PER O O O O O O O O O O O O O O O O O O	Согласно сообщению государственного информационного агентства БелТА , судья заявила , что « с ноября по декабрь 2010 года Андрей Санников по предварительному сговору с группой лиц предпринял действия для организации массовых беспорядков , а также руководил ими »	False
O O O O O O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O O O O O O O O B_PER I_PER O O O	Обвинительные приговоры были вынесены и другим участникам процесса : Илья Васильевич , Федор Мирзоянов и Владимир Яроменак проведут в колонии усиленного режима 3 года , Олег Гнедчик — 3,5 года	False
O O O O B_LOC O O O O O O O O O O O O O O O O O O O O	По сообщению оппозиционных СМИ Беларуси , после оглашения приговора присутствующие в зале начали скандировать : « Свободу ! » , « Позор власти ! »	False
O O O B_PER O O O O O O O O O B_LOC I_LOC O O O O O O O	В ходе процесса Санников выступил с заявлением : он сообщил , что в изоляторе КГБ его пытали и унижали его человеческое достоинство	False
O O O O O O O O O O B_ORG O O O O O O O O	По его словам , во время допросов , лично председатель КГБ угрожал жизни и здоровью его жены и сына	False
B_PER I_PER O O O O O O B_LOC	Андрей Санников — бывший заместитель министра иностранных дел Беларуси	False
O O O O O O O O O O O O O B_PER I_PER	В 1996 году он ушел в отставку в знак протеста против действий президента Александра Лукашенко	False
O O O O O B_PER O O O O O O O O O O O O O O O B_LOC O O O O	По мнению независимых наблюдателей , Санников имел реальные шансы победить на президентских выборах в декабре 2010 года , если бы власти Беларуси обеспечили честный подсчет голосов	False
B_PER I_PER O O O O O B_ORG I_ORG O O O O O O O O B_LOC I_LOC O O O O O O O O O B_PER I_PER O O O O O B_LOC	Марк Тоунер , исполняющий обязанности официального представителя Госдепартамента США , выступил сегодня со специальным заявлением : « Соединенные Штаты осуждают приговор , вынесенный 14 мая кандидату в президенты Андрею Санникову и другим демократическим активистам в Беларуси	False
O O O O O O O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O	Мы считаем политическими заключенными пятерых кандидатов — Владимира Некляева , Андрея Санникова , Виталия Рымашевского , Николая Статкевича и Дмитрия Уса , — а также других активистов , судимых после арестов , которые стали частью репрессий , связанных с выборами 19 декабря	False
O O O O O O O O O O O O O O O O O	Суровые приговоры , вынесенные 14 мая , а также продолжающиеся судебные процессы , безусловно , политически мотивированы	True
B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Беларусь должна незамедлительно и без каких-либо условий выпустить всех политических заключенных и остановить продолжающиеся нарушения прав человека , от которых страдают критики режима , остающиеся под угрозой преследований и неправосудных арестов	False
O O O B_LOC O O O O O O B_LOC I_LOC O O O O O O O B_LOC O O O O O O	Результаты идущих в Беларуси судебных слушаний будут приняты во внимание Соединёнными штатами , которые продолжают рассмотрение своих отношений с Беларусью , а также дальнейших мер »	False
O O O O O O B_LOC O O O O B_LOC B_PER I_PER	Тысячи демонстрантов собрались на митинг в Тбилиси , требуя отставки президента Грузии Михаила Саакашвили	False
O O B_PER I_PER O O O O O O O O O O O O O O O	Лидер оппозиции Нино Бурджанадзе заявила , что это начало « решающего боя » , и протестующие не должны отступать	False
O O O O O O O O	Она возглавила их поход к зданию государственного телецентра	True
O O O O O O O	Там демонстранты требовали предоставить им эфирное время	True
O O B_PER O O O O O O O	Оппозиция обвиняет Саакашвили в авторитарном правлении и хочет его отставки	False
O O O O B_LOC O O O	В 2009 году в Грузии происходили подобные события	False
O O O O O B_PER O O	Тогда митинги с требованием отставки Саакашвили длились неделями	False
O O O O O B_ORG O O O O B_ORG I_ORG O B_ORG I_ORG B_PER I_PER O O B_LOC I_LOC O O O O O O O B_LOC I_LOC	Палестинцы связывают надежды с признанием ООН их государственности Воскресное заседание кабинета министров глава правительства Израиля Биньямин Нетаньяху провел в Старом городе , а не в традиционном месте в Западном Иерусалиме	False
O O O O O O O O O O B_PER O O O O B_LOC O B_LOC O	Смысл этого шага ни у кого не вызвал сомнений : Нетаньяху хотел подчеркнуть , что Израиль считает Иерусалим неделимым	False
O O O O O O O O O O O O O O B_LOC O O O O O O O O B_LOC O O O	Как отметил премьер в речи перед министрами , мир должен знать , что народ Израиля не отступится от своего наследия , в котором Иерусалиму принадлежит ключевое место	False
O O O O O B_LOC O O O O O O O O O O O O O O O O	« Наша позиция по единству Иерусалима остается прежней , и мы по-прежнему протягиваем руку нашим арабским соседям » , — добавил он	False
O O O O O O O O O O O O O O O O O B_LOC O O B_LOC I_LOC O B_LOC I_LOC O O O B_LOC O O O O O O	Однако арабы столь же твердо заявляют , что мир в регионе невозможен до тех пор , пока Израиль не вернет Восточный Иерусалим со Старым городом , захваченным у Иордании во время Шестидневной войны 1967 года	False
O O B_LOC O O O O O O B_ORG I_ORG O O O B_ORG O O O O O O	Ввиду отказа Израиля пойти на это , в субботу Арабская лига вынесла решение просить ООН признать палестинскую государственность в сентябре с	False
O	г	True
B_LOC O B_LOC O O O O O O O O O O O O O O O O O O O O	Израиль и США отвергают подобный шаг , заявляя , что мир может быть достигнут только путем переговоров , а не путем односторонних акций	False
O O O O O O O B_LOC O O O O O O B_LOC I_LOC O O O O O	Палестинцы отказываются от возобновления переговоров , поскольку Израиль отказывается заморозить расширение поселений и признать Палестинское государство на основе границ 1967 года	False
O B_ORG I_ORG O O B_PER I_PER O B_ORG O O O O O B_LOC O B_LOC I_LOC O O O O O O O B_LOC I_LOC O	Глава палестинской делегации на переговорах Саеб Эрекат призвал ООН « ответить на односторонние действия Израиля признанием Палестинского государства в границах 67-го года со столицей в Восточном Иерусалиме »	False
O O B_ORG I_ORG O O O B_LOC O O O O O O O O	На заседании кабинета Нетаньяху заявил , что Иерусалим процветал все 44 года пребывания под израильским управлением	False
O O O O O B_ORG O O O O O O O O O O O	Сейчас , продолжал он , правительство ассигновало 115 млн долларов на продвижение развитие и туризма в городе	False
O O O B_LOC O O B_LOC O O O O O O O O O O	В среду в Израиле отмечают День Иерусалима в память об объединении города во время войны 1967 года	False
O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O O	Фабрика звёзд бобслея В сборную России по бобслею и скелетону объявлен открытый набор	False
B_ORG I_ORG I_ORG I_ORG O O O B_ORG O O O O O O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG O O B_ORG	Пресс-служба Федерация бобслея России сообщила , что федерация собирается провести тестирование среди юношей и девушек , желающих попасть в сборную страны по бобслею и скелетону , передаёт NEWSru.com	False
O O O O O O O O O O O O O O	На просмотр приглашаются все желающие не старше 31 года , готовые выполнить тестовые упражнения	True
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	Среди них бег на 50 и 30 метров , тройной прыжок с места , бег с тренажёром весом 100 кг , приседания со штангой на плечах и взятие этого же снаряда на грудь в полуприсед	True
O O O O O O B_LOC O O O O B_LOC	Просмотры будут проводиться 21 апреля в Москве и 13 мая в Орле	False
O O O O O O O O O O O O O O O O O O O O O O B_ORG	Необходимые качества для занятия бобслеем и скелетоном — сила и скорость спортсмена , поэтому именно они станут главными критериями отбора кандидатов в сборную	False
O O O O O O O O O O O O O O O O O	Часто в сборные по бобслею и скелетону приходят спортсмены , уже добившиеся успехов в других видах спорта	True
O O O O O O O O O	Таких , как лёгкая и тяжёлая атлетика и борьба	True
O O O O O O O O O O O	Однако для кандидата спортивная карьера за плечами не является обязательным условием	True
O O O O O	Главное — отвечать предъявляемым требованиям	True
O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O	Стоит отметить , что Федерация бобслея России подготовку к каждому новому сезону начинает с подобных просмотров , подыскивая юношей и девушек , которые в будущем могут усилить команды	False
B_ORG O O O B_ORG O O O O O O O O O	Hewlett-Packard берёт пример с Google Компания принимает решение о расширении бизнеса в кризисное время	False
B_ORG I_ORG O O O O B_ORG I_ORG I_ORG I_ORG	Компания Hewlett-Packard официально объявила о покупке производителя сетевого оборудования 3Com	False
O O O O O O O	Сумма сделки впечатляет — 2,7 млрд долларов	True
O O O O O O O	Соответствующие договорённости одобрены советами директоров обеих компаний	True
O O O B_ORG O O B_ORG O O O O O O O O O O O O O O O O O O O O O O	По мнению руководства HP , покупка 3Com позволит компании разрабатывать лучшие дата-центры , серверы , системы хранения и передачи данных , а также предлагать своим клиентам лучшую сетевую инфраструктуру	False
O O O O O O O O O O O O O O O O O O O B_PER I_PER O O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG	« В результате покупки нам будет лечге развивать стратегию производства конвергентных решений нашим корпоративным клиентам » , — заявил Дейв Донателли , глава отдела корпоративных серверов и сетей HP	False
O O B_LOC B_PER I_PER O O O O B_ORG I_ORG O B_LOC O O O O O B_LOC O O O O B_LOC O O O B_ORG	Помощник госсекретаря США Фил Гордон сказал , что дверь Европейского Союза для Сербии не закрыта , но , Белград должен решить вопрос о Косово и сотрудничества с МТБЮ	False
O B_LOC O O O O B_LOC O O O B_ORG O O O O O O O O O O O O O O O O O O O O O O O B_PER O O O O O O O O B_ORG	""" Сербия должна решить вопрос с Косово , потому что ЕС не может принять новых членов , если у неё есть нерешенные вопросы по границе или конфликты с соседней страной "" , - сказал Гордон в интервью , опубликованном в четверг на сайте РТС"	False
O O O O O O O O O O O B_LOC O O O B_LOC O O B_ORG O B_PER O O O O B_ORG O O O O O O O O B_LOC O O O O	"На вопрос , как он считает , должно ли признание независимости Косово быть условием для Сербии вступить в Союз , Гордон сказал , что "" ЕС сам решит , является ли формальное дипломатическое признание Косово условия для присоединения """	False
O B_PER I_PER O O O O O O O O O O B_LOC O O O O O O B_ORG O O O O O O O B_LOC O O	"Помощник Хиллари Клинтон по европейским и евразийским делам , который в среду посетил Белград заявил , что "" планка для ЕС высоко "" , но , дверь для Сербии не закрыта"	False
O O O B_ORG O O B_LOC O O O O O O O O O O	В следующее десятилетие НАСА возвращается на Луну и будет создавать постоянно обитаемую базу на одном из полюсов	False
O O O O O O O O O O O O	База расположенная возле полюса , имеет благоприятные условия для использования солнечной энергии	True
O O O B_LOC O O O O	Пилотируемые полёты на Луну возобновятся в 2020 году	False
O O O O O O O O O O O O O B_LOC	К этому времени будет создан корабль , который сможет доставить четырёх астронавтов на Луну	False
O O O O B_LOC O O O	Астронавты смогут оставаться на Луне в течение недели	False
O O O O O O O O O O O	Станцию на Луне планируется создавать поэтапно , в течение нескольких лет	True
O O O O O O O O O O O O O O O O O O	В конце концов , лунная станция станет постоянно обитаемой , на которой астронавты будут жить по шесть месяцев	True
O O O B_ORG I_ORG I_ORG O O B_LOC O O O O O O B_PER I_PER O B_PER I_PER O O O O O O O O O O O O B_ORG	« Во время первой пилотируемой экспедиции , на Луну высадятся четыре астронавта » , сказал Скотт Хоровитц ( Scott Horowitz ) , бывший астронавт , который в настоящий момент продолжает работать в НАСА	False
O O O O O O O O O O B_LOC O O O O O O O O O O O O B_PER	« Пока мы не создадим базу , пилотируемые полёты на Луну будут краткими , экипажи будут состоять из четырёх астронавтов » , сказал Хоровитц	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC I_LOC O	« Пройдет несколько лет , вероятно до 2024 года , прежде чем база будет функционировать , и на базе будут постоянно сменяемые смены , как это происходит сейчас на международной космической станции »	False
O O O O O	Окончательное решение ещё не принято	True
O O O O B_LOC O O O O O O O	Инженеры изучают полярные области Луны , как потенциальные места расположения будущей базы	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	На полюсах достаточно солнечного света , чтобы производить необходимую , для существования базы , энергию , а также есть предположение , что , используя местные ресурсы , можно будет производить воздух , топливо для ракет и другие материалы	True
O O O O O O O O B_ORG O O O O O O O O O	Постоянная лунная база — одна из центральных задач НАСА в её новой глобальной стратегии исследования и освоения космоса	False
O O O O O O O O O O O O O	Эта новая стратегия выработана из обсуждений с космическими предприятиями , инженерами , специалистами	True
O O O O O O O O	В обсуждениях также участвовали представители 14-и космических агентств	True
O O O O O O O O O B_LOC B_PER I_PER O O O O	Толчок разработки новой стратегии был дан в речи Президента США Джорджа Буша в январе 2004 года	False
O O O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC	После этого было принято решение о завершении работ связанных с МКС , прекращение эксплуатации шаттлов к 2010 году , создание нового пилотируемого корабля , способного доставлять астронавтов на станцию и со станции , и в конечном счёте на луну	False
O O O O B_LOC O O O O O O O O O B_LOC	Президент призвал вернуться на Луну к 2020 году и обеспечить полёт дальше — на Марс	False
O O O B_LOC O B_ORG O O O O O B_LOC O O O O O B_LOC O O O O O O O B_LOC O O O O O O O O O	Создав базу на Луне , НАСА может учиться использовать природные ресурсы Луны , чтобы не зависеть от Земли , проделать необходимую подготовку к путешествию на Марс , проводить разнообразные научные исследования и развивать международное сотрудничество	False
O O O O O O O O O O O O O O O B_LOC O O O O B_LOC O O O B_PER	« Таким образом , создание лунной базы будет центральной темой в наших планах возвращения на Луну и продвижения далее к Марсу » , сказал Хоровитц	False
O O O O O	« Это очень важное решение	True
O O O O O O O O O O O O O O O	Это та область , где сообщество учёных и сообщество инженеров работают в полном согласии »	True
O O O O O O O O O B_LOC O O O	« В настоящее время , наше знание о полюсах Луны — не достаточны	False
O O O O O O O B_LOC O O O O B_LOC	Фактически , мы больше знаем о полюсах Марса , чем о полюсах Луны	False
O O O O O O O O O B_LOC O O O O O O O O O	Поэтому становится важными предстоящие беспилотные , разведывательные полёты к Луне , от которых мы получим недостающую нам информацию »	False
O O O O O O O O O O O O O B_LOC	Постепенно будет сворачиваться программа полётов шаттлов , а разворачиваться беспилотные разведывательные полёты к Луне	False
B_ORG O O O O O O O	НАСА планирует начать эту программу в 2008 году	False
O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	В это же время планируется создание ракеты - носителя « Арес I » , которая выведет на околоземную орбиту новый пилотируемый корабль « Орион » , уже в 2009 году	True
O O O O B_LOC O O O O O O	Первый пилотируемый полёт « Ориона » должен состояться в 2014 году	False
O O O O O O O O O O O O O O O O	К этому времени должен быть создана тяжелая ракета - носитель для вывода в космос лунного модуля	True
O O O O O	« Мы рассматриваем все возможности	True
O O O O O O O O O O O O O B_LOC	Конечно , мы собираемся сосредотачивать наши ресурсы на выборе наиболее интересных мест на Луне	False
O O O O O O O O O O O O O O O O O B_LOC O	Но , в тоже время , мы будем создавать систему , которая сможет достичь любого места на Луне »	False
B_PER I_PER I_PER O O O O O B_LOC O O B_ORG I_ORG O O O O O O O	Марин Ле Пен стала кандидатом на пост главы Франции Дочь основателя Национального фронта имеет все шансы на победу в выборах	False
